FIRE_NAME,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
BRUNSCH,2004,120.0,D,43.54525999,-101.3159,SD
GROTTLE BROS.,2004,650.0,E,44.94784999,-98.97076998,SD
GENE SCHUETH,2004,300.0,E,43.60479,-99.93629002,SD
BOB PAINE,2004,640.0,E,44.7474,-100.15679999,SD
TURNER RANCH,2004,300.0,E,44.04569,-100.77600002,SD
BALFANY,2004,100.0,D,42.80409998,-97.96209002,SD
,2004,300.0,E,42.80832999,-97.92937998,SD
VALENTINE MASSACRE,2004,859.0,E,45.788073,-116.267242,ID
,2004,102.0,D,34.92445001,-82.58278001,SC
,2004,100.0,D,34.69166999,-83.24666998,SC
,2004,100.0,D,33.55777998,-79.97722,SC
,2004,100.0,D,34.42555998,-79.63500002,SC
,2004,120.0,D,33.81667,-78.93332999,SC
,2004,103.0,D,34.18332998,-79.06666999,SC
,2004,290.0,D,33.45582999,-79.44167001,SC
,2004,150.0,D,37.26804001,-82.92947002,KY
,2004,242.0,D,37.23045999,-82.89453,KY
,2004,250.0,D,37.37411999,-82.82224998,KY
OILSPG WFU,2004,795.0,E,39.7083,-108.8632,CO
GREASEWOOD,2004,7815.0,G,39.9508,-108.189,CO
UVGOON CR,2004,11231.3,G,67.766,-162.3196,AK
,2004,360.0,E,64.33333999,-145.23329998,AK
UPPER HEALY RIVER,2004,6035.0,G,64.13333,-143.83330001,AK
WEST FORK,2004,5825.7002,G,63.31667002,-155.41670003,AK
,2004,449.10001,E,63.71667,-155.50000002,AK
TORS,2004,30408.0,G,64.91665998,-146.16669998,AK
,2004,216.3,D,64.53332998,-149.3,AK
HURST,2004,1128.5,F,63.21666997,-156.8833,AK
PYRAMID PK,2004,230.0,D,42.3258,-106.8903,WY
DOUBLE J,2004,600.0,E,41.7055,-105.2978,WY
,2004,328.79999,E,63.25000002,-156.33330001,AK
VEE,2004,293.0,D,42.57374,-117.00581,ID
CRABFEED,2004,200.0,D,43.52156,-116.28068,ID
BEEFSTEAK,2004,273.0,D,40.0383,-108.1131,CO
GOLD CREEK,2004,1993.8,F,64.86667001,-145.51669999,AK
LAY PEAK,2004,200.0,D,40.5025,-107.9337,CO
MONTEZUMA,2004,240.0,D,31.3583,-110.2975,AZ
COON,2004,575.0,E,45.8978,-106.1183,MT
GUNDERSON,2004,500.0,E,45.8486,-103.8035,SD
HOOVER,2004,325.0,E,45.1589,-106.1842,MT
FOUNDATION,2004,194.0,D,46.2394,-104.9866,MT
N MILLER,2004,109.0,D,46.0494,-106.1408,MT
ROMAN 1,2004,450.0,E,26.72944444,-98.84833333,TX
490,2004,150.0,D,26.51194444,-98.6125,TX
LA MORITA,2004,291.0,D,26.58472222,-98.67666667,TX
ROMAN 2,2004,750.0,E,26.76666667,-98.85,TX
CHILE,2004,150.0,D,26.56194444,-98.895,TX
CORAPEAKE ROAD,2004,198.0,D,36.55277778,-76.41194444,VA
BEND,2004,250.0,D,32.7356,-114.6761,CA
QUARTZ,2004,520.0,E,36.261928,-112.174617,AZ
TUWEEP,2004,205.0,D,36.305483,-113.108264,AZ
LONGJIMWF,2004,235.0,D,36.03831,-112.099731,AZ
SHEEP RANC,2004,791.0,E,40.3847,-108.3581,CO
LIGHTNINGR,2004,900.0,E,34.7387,-96.7133,OK
,2004,273.29999,D,64.94999998,-145.66670001,AK
,2004,138.3,D,62.56666998,-156.96670002,AK
,2004,100.0,D,37.19017997,-83.08058998,KY
,2004,300.0,E,37.46484002,-83.58984,KY
,2004,1050.0,F,37.31639999,-86.92578001,KY
,2004,150.0,D,37.34765,-86.92578001,KY
,2004,147.0,D,37.14233999,-87.19543999,KY
,2004,125.0,D,37.28296002,-87.28857002,KY
,2004,500.0,E,37.27242997,-87.10245,KY
,2004,100.0,D,37.5664,-85.44140002,KY
,2004,100.0,D,37.60209997,-83.05896001,KY
,2004,100.0,D,36.96720001,-83.49760001,KY
ROUND UP,2004,239.8,D,44.9383,-106.4956,WY
,2004,100.0,D,37.67577998,-83.76953,KY
,2004,110.0,D,37.51171001,-83.82420998,KY
,2004,150.0,D,37.18679998,-84.05019999,KY
,2004,120.0,D,36.74599999,-83.9101,KY
,2004,350.0,E,37.22086001,-83.22164,KY
,2004,231.5,D,62.56666998,-156.9833,AK
,2004,275.0,D,37.33984001,-83.40828001,KY
,2004,300.0,E,37.01792997,-83.07078001,KY
CAMP CREEK,2004,175815.0,G,64.33333999,-145.16669998,AK
WELCH,2004,800.0,E,33.7472,-114.4752,AZ
ROCK CREEK,2004,5750.0,G,64.53332998,-144.51669999,AK
AGGIE 2,2004,3325.0,F,65.19999999,-148.18330001,AK
JONES FORK FIRE,2004,200.0,D,36.99890998,-83.73823,KY
FROGTOWN,2004,125.0,D,37.54981998,-82.73561001,KY
BIG BRANCH,2004,130.0,D,37.53211002,-82.67090001,KY
,2004,225.0,D,36.68930001,-84.03331001,KY
WELL FIRE,2004,1116.0,F,37.0311,-108.2706,CO
SHOOTING RANGE,2004,271.0,D,36.79461999,-88.04263,KY
,2004,250.0,D,37.36077998,-82.34448998,KY
,2004,150.0,D,37.31043998,-83.29165002,KY
MONTEZUMA,2004,156.0,D,37.065,-107.0675,CO
,2004,450.0,E,37.36009998,-83.17883001,KY
,2004,150.0,D,37.32026,-83.22872001,KY
,2004,550.0,E,37.35076002,-83.22859998,KY
SOPHIA,2004,160.0,D,34.4887,-97.0386,OK
,2004,100.0,D,33.18722001,-79.60332997,SC
,2004,100.0,D,33.64055998,-81.57499999,SC
DIAMOND 2,2004,1150.0,F,33.83583333,-111.48055556,AZ
RAZORBACK,2004,228.0,D,38.81694444,-111.4275,UT
JONES,2004,710.0,E,37.32222222,-113.35194444,UT
FREDS'S,2004,768.0,E,36.23333333,-121.46916667,CA
EARLY,2004,1750.0,F,37.86944444,-119.96222222,CA
SOUTH,2004,152.0,D,37.05388889,-102.40666667,CO
BENT CANYON,2004,811.0,E,37.59444444,-103.63305556,CO
PINE PARK 2,2004,4799.0,F,37.54611111,-114.01666667,UT
HAWKINS 1,2004,8000.0,G,37.46166667,-113.91027778,UT
HAWKINS 2,2004,10000.0,G,37.46583333,-113.89027778,UT
ROUGH DRAW,2004,100.0,D,45.25888889,-106.44722222,MT
LITTLE BRADSHAW,2004,3387.3,F,45.16666667,-106.09166667,MT
COOK,2004,1800.0,F,45.65083333,-106.14111111,MT
HAMILTON,2004,275.39,D,40.11805556,-122.78555556,CA
MOORE DRAW (M),2004,200.0,D,37.12666667,-102.45888889,CO
DOLLAR,2004,801.0,E,44.71277778,-115.81555556,ID
WATERFALL,2004,8723.0,G,39.15444444,-119.82361111,NV
MARTIN,2004,131.0,D,39.7525,-120.18472222,CA
CAMP,2004,691.0,E,35.69944444,-118.42416667,CA
CK JOHNSON,2004,200.0,D,35.5251,-96.0153,OK
FIG,2004,860.0,E,35.4718,-96.0575,OK
HARJ/SEALY,2004,380.0,E,35.4032,-96.1517,OK
PUNTKA,2004,120.0,D,34.9415,-96.4645,OK
DUSTIN,2004,2000.0,F,35.2693,-96.0736,OK
WEELKA1,2004,110.0,D,35.3479,-96.095,OK
BOLEY,2004,280.0,D,35.4984,-96.4881,OK
CHUBBY,2004,140.0,D,35.0467,-98.3497,OK
LIMECEEK,2004,120.0,D,34.7525,-98.3864,OK
POPWERLINE,2004,160.0,D,34.8986,-98.138,OK
SPOT BEAR,2004,450.0,E,34.8717,-98.6786,OK
PINES,2004,17418.0,G,34.73666667,-118.65527778,CA
INTERSTATE,2004,375.0,E,34.62166667,-118.71805556,CA
DEEP,2004,3222.0,F,36.15111111,-118.71666667,CA
VISITOR,2004,120.0,D,34.675,-118.77638889,CA
CHINA,2004,350.0,E,35.53305556,-118.64194444,CA
OKM SUPPOR,2004,250.0,D,35.5534,-96.0033,OK
MUD LAKE,2004,243.0,D,38.81805556,-119.69055556,NV
COLE COMPLEX,2004,3128.0,F,38.55416667,-119.53055556,CA
RED BULL,2004,1836.0,F,40.01027778,-111.37777778,UT
CANDLE,2004,127.0,D,35.06777778,-84.50222222,TN
ROYS PLACE,2004,290.0,D,33.15,-79.83333333,SC
CRATER MOUNTAIN,2004,222.0,D,37.86916667,-119.02055556,CA
FOX,2004,1020.0,F,33.71833333,-111.295,AZ
PONDEROSA,2004,140.0,D,34.29666667,-111.125,AZ
EASTER,2004,118.0,D,45.48944444,-115.32111111,ID
ROCKY POINT,2004,168.0,D,29.34916667,-81.67583333,FL
IMPASABLE 1,2004,34660.0,G,30.35833333,-82.48333333,FL
MAMMOTH,2004,146.0,D,41.73861111,-121.34333333,CA
COTTONWOOD,2004,560.0,E,40.1525,-120.5,CA
ROCKY KNOB,2004,275.0,D,34.83333333,-83.82027778,GA
EAST FORK,2004,26279.0,G,30.13333333,-84.6,FL
LOW MT,2004,1759.0,F,36.9278,-113.7119,AZ
COAL,2004,1050.0,F,48.05,-109.1341,MT
PIGEON,2004,800.0,E,33.26583333,-109.38833333,AZ
MID-BULL,2004,1080.0,F,39.56111111,-119.98138889,NV
THREE LINKS II,2004,153.5,D,46.14944444,-115.10583333,ID
PARKS,2004,218.0,D,44.95833333,-115.55138889,ID
I-80,2004,120.0,D,39.43222222,-120.03027778,CA
HORSE HEAVEN,2004,131.0,D,34.71694444,-94.91694444,OK
LEWIS,2004,150.0,D,33.92027778,-111.98777778,AZ
DAVENPORT,2004,194.0,D,34.28111111,-107.92527778,NM
NORTH BATTLE,2004,882.4,E,46.23555556,-114.65638889,ID
BOMBING RANGE 1,2004,340.0,E,29.12138889,-81.70833333,FL
ROAD 1,2004,2820.0,F,30.46666667,-82.29166667,FL
MAILBOX,2004,105.0,D,30.33333333,-82.31666667,FL
WHITETAIL,2004,493.0,E,47.25833333,-103.54,ND
TRIMMER,2004,125.0,D,36.87138889,-119.29361111,CA
NEW,2004,1200.0,F,33.985,-111.94666667,AZ
HUMBOLDT,2004,928.0,E,33.99333333,-111.815,AZ
JACK,2004,300.0,E,34.03694444,-111.84916667,AZ
MAGAZINE,2004,300.0,E,34.00138889,-111.90027778,AZ
PHANTOM,2004,268.0,D,45.36833333,-114.86222222,ID
ELK SPRINGS,2004,125.0,D,45.22833333,-115.41388889,ID
GRAVEYARD,2004,504.0,E,45.1,-105.6506,MT
SWIFT CREEK,2004,173.0,D,48.78138889,-121.66361111,WA
THREE FORKS,2004,7905.0,G,33.85444444,-109.33861111,AZ
GOOSE,2004,158.3,D,40.3625,-115.62194444,NV
LITTLE TANK FIRE,2004,631.0,E,33.91416667,-85.51111111,AL
BLACK HAWK,2004,180.0,D,31.09,-89.11666667,MS
EAST A/G RANGE,2004,205.0,D,31.12972222,-88.97555556,MS
GROGG CREEK,2004,137.0,D,34.91666667,-89.11166667,MS
GEORGE,2004,237.0,D,35.78333333,-99.78333333,OK
HARRISION,2004,350.0,E,35.71777778,-99.82555556,OK
UNIT 26,2004,100.0,D,35.73666667,-99.95666667,OK
LOOKOUT,2004,5280.0,G,34.30305556,-105.79722222,NM
BEAR SPRING,2004,1005.0,F,45.555,-114.10805556,ID
CORN,2004,205.0,D,45.38555556,-114.62694444,ID
CABIN CREEK,2004,795.0,E,45.43055556,-114.15527778,ID
MANGUM,2004,157.3,D,36.61555556,-112.38861111,AZ
GOOSENECK,2004,108.0,D,36.55083333,-112.41194444,AZ
FREEZOUT,2004,838.0,E,48.98861111,-120.97194444,WA
ROSE,2004,1200.0,F,33.42388889,-109.39944444,AZ
WILLIAMS BUTTE,2004,1257.0,F,48.38777778,-120.52361111,WA
TRIANGLE,2004,305.0,E,30.34166667,-84.31666667,FL
OCTOBER,2004,220.0,D,33.54166667,-108.46638889,NM
,2004,110.0,D,33.50972,-81.45999998,SC
TANK,2004,183.0,D,31.4325,-110.44333333,AZ
AGGIES MOUNTAIN,2004,125.0,D,37.93027778,-79.10166667,VA
MOSQUITO CREEK,2004,115.0,D,38.80916667,-116.68194444,NV
BLACKBRIER,2004,282.0,D,34.79527778,-94.17555556,AR
ASHBY,2004,100.0,D,37.43583333,-88.60444444,IL
LONGNOSE,2004,800.0,E,34.68583333,-83.25222222,SC
LINK,2004,147.0,D,38.99861111,-111.31166667,UT
SIX MILE,2004,4762.0,F,39.18972222,-111.60138889,UT
TUOLUMNE,2004,800.0,E,37.84777778,-120.04111111,CA
HUNTER,2004,350.0,E,33.3525,-108.55166667,NM
GRANNY,2004,5649.0,G,33.09861111,-108.31166667,NM
RINCON,2004,3097.0,F,33.14194444,-108.26055556,NM
SEDGWICK,2004,8595.0,G,35.19805556,-108.14611111,NM
PITCHFORK,2004,535.0,E,33.57055556,-108.54694444,NM
GRASSY,2004,4232.0,F,42.39416667,-120.13638889,OR
DOWNEY,2004,212.0,D,48.29888889,-121.19722222,WA
PALOMA,2004,100.0,D,31.43388889,-110.50916667,AZ
MEEBE,2004,238.0,D,48.61861111,-120.79472222,WA
SCIMITAR CREEK,2004,130.0,D,45.7275,-114.64972222,ID
CAPRI LAKES,2004,155.0,D,45.72111111,-114.09527778,MT
HARRINGTON MTN,2004,116.0,D,45.54277778,-114.94416667,ID
SOURCE,2004,385.0,E,37.21861111,-119.38972222,CA
NEHOUSE,2004,204.0,D,37.39027778,-119.31583333,CA
KINSEY HUNT,2004,448.0,E,44.55472222,-84.35111111,MI
PATTERSON MOUNTAIN,2004,239.1,D,37.4675,-90.53388889,MO
KP,2004,16625.0,G,33.58638889,-109.28944444,AZ
NEGRITO,2004,148.0,D,33.61083333,-108.55333333,NM
LIME CREEK,2004,233.0,D,43.46583333,-115.11388889,ID
NORTH STAR BUTTE,2004,1030.0,F,45.16277778,-116.45694444,ID
CAVE SPRINGS,2004,119.0,D,36.92416667,-84.575,KY
DRY FORK,2004,166.0,D,36.825,-84.55,KY
MIKES CREEK,2004,280.0,D,47.15138889,-103.50555556,ND
WILLOW,2004,119500.0,G,34.08111111,-111.60472222,AZ
INDIAN CREEK,2004,385.0,E,45.78416667,-114.67444444,ID
NUTTALL,2004,29400.0,G,32.73861111,-109.99055556,AZ
JACKET,2004,17218.9,G,35.04444444,-111.35722222,AZ
DEEP HARBOR,2004,29700.0,G,48.085,-120.51972222,WA
WEST FORK CREEK,2004,314.0,E,43.54666667,-105.11527778,WY
PAPOOSE,2004,150.0,D,47.95333333,-121.04444444,WA
ICICLE,2004,778.0,E,47.59972222,-120.87194444,WA
PORTER WFU,2004,2911.0,F,44.47583333,-115.50166667,ID
WILDSTEER,2004,1220.0,F,35.10111111,-112.24111111,AZ
LEFEVRE,2004,211.0,D,36.80611111,-112.25055556,AZ
MORGAN,2004,670.0,E,35.15611111,-112.105,AZ
CAMP 36,2004,3052.0,F,35.93805556,-111.94388889,AZ
TRANSFER,2004,1058.0,F,35.95222222,-112.035,AZ
RATTLESNAKE PEAK,2004,780.0,E,46.74527778,-121.25472222,WA
SIMS,2004,4030.0,F,40.71833333,-123.57111111,CA
POT PEAK,2004,17226.0,G,47.93888889,-120.31527778,WA
JIM WHITE RIDGE,2004,580.0,E,45.28277778,-117.58944444,OR
HAZEL II,2004,345.0,E,45.26666667,-117.46916667,OR
SISI RIDGE,2004,280.0,D,48.32944444,-120.82722222,WA
LUCY BROOK,2004,139.0,D,44.07138889,-71.19722222,NH
3 BAR,2004,300.0,E,45.0564,-105.6967,MT
UPSHAW,2004,2000.0,F,33.4778,-110.2865,AZ
LA ROSITA,2004,120.0,D,26.41666667,-98.87527778,TX
KIPUKA PEP,2004,656.0,E,19.2831,-155.3597,HI
HOTSPRINGS,2004,332.0,E,36.46858,-118.3927,CA
FORT BOX,2004,200.0,D,33.04682518,-109.95228619,AZ
TEXAS HILL,2004,165.0,D,32.84277586,-113.61661089,AZ
MCMILLAN,2004,241.0,D,48.8169,-121.2472,WA
ANOMALY,2004,19667.0,G,63.9163,-142.7189,AK
,2004,292.0,D,35.06889999,-93.92980002,AR
,2004,112.0,D,34.40716,-92.31765998,AR
,2004,178.0,D,34.28049999,-92.17886001,AR
LITTLEDR1,2004,120.0,D,26.0131,-80.9931,FL
FAKA29,2004,500.0,E,26.0833,-81.35,FL
WARRIOR CREEK,2004,322.0,E,36.16632998,-91.5055,AR
,2004,207.0,D,35.90300001,-92.05816001,AR
LION HILL,2004,200.0,D,36.17850001,-92.50215997,AR
SAINT JOE,2004,160.0,D,36.02282998,-92.87133002,AR
SHEENJEK,2004,131.0,D,67.3027,-144.2202,AK
MONARCH,2004,481.0,E,36.33450002,-92.83466,AR
BOULDER CK,2004,63057.0,G,67.4497,-143.486,AK
DAWSON 31,2004,7413.2,G,64.8047,-141.0084,AK
SHOELEATHE,2004,211.0,D,61.8493,-155.1356,AK
TOKOMA BLUFF,2004,8304.0,G,65.5355,-144.0063,AK
BOLGEN CREEK,2004,201894.0,G,65.713,-144.3547,AK
WALDRON,2004,7022.0,G,65.8757,-149.459,AK
BIG YETNA,2004,98418.4,G,62.7993,-158.7524,AK
LOWER MOUT,2004,87413.0,G,66.346,-146.2395,AK
CLAWANMENK,2004,108577.0,G,66.5245,-151.4143,AK
DALL CITY,2004,483280.0,G,66.3029,-149.8843,AK
EVANSVILLE,2004,135627.0,G,66.9112,-151.5027,AK
AMMERMAN M,2004,19815.0,G,68.4284,-141.1593,AK
CRAZY,2004,52056.0,G,65.7699,-145.2705,AK
ROCK CR,2004,37363.0,G,65.8235,-145.405,AK
RUNT FORK,2004,24120.0,G,66.2247,-141.297,AK
BULLION CK,2004,15563.0,G,64.4163,-142.469,AK
LUCKY CK,2004,48232.0,G,64.2997,-141.719,AK
ESSIE CK,2004,695.0,E,65.0155,-143.4351,AK
TATLAWIKSU,2004,126.9,D,62.1827,-155.6857,AK
FOLL,2004,160.0,D,35.84933,-92.19565997,AR
BRANNON,2004,205.0,D,35.81815999,-94.00000001,AR
BLOCK HJ,2004,1496.0,F,25.40364,-80.6261,FL
HOWARD,2004,145.0,D,25.656841,-80.520795,FL
PHO NORTH,2004,3007.0,F,25.531279,-80.748395,FL
FOUNDOUT3,2004,164.0,D,25.735529,-80.501804,FL
COOPERETOW,2004,2134.0,F,25.745167,-80.551174,FL
PROMONTORY,2004,159.0,D,44.3333,-110.2819,WY
TRACK84,2004,300.0,E,44.8572,-108.829,WY
MCGRUDER,2004,2806.0,F,38.9314,-107.8534,CO
DTX1 SMTN,2004,301.0,E,38.7058,-107.5411,CO
CAMPBELL,2004,4187.0,F,38.408,-108.6087,CO
PEPPIN,2004,64488.0,G,33.60138889,-105.43333333,NM
JACKET,2004,630.0,E,35.06662341,-111.27794921,AZ
SUNRISE,2004,217.0,D,34.90542522,-113.2427431,AZ
CONTRERAS,2004,188.0,D,34.67002865,-113.19900941,AZ
BAGDAD,2004,150.0,D,34.59299685,-113.16278939,AZ
CORNPICKR2,2004,118.0,D,25.451913,-80.562742,FL
,2004,244.0,D,35.79149997,-92.48732997,AR
NWCAPE,2004,262.0,D,25.224261,-81.166556,FL
SECTION33,2004,1435.0,F,48.5078,-92.9125,MN
,2004,188.0,D,36.12116001,-93.63850001,AR
,2004,117.0,D,34.636,-91.78183,AR
LUNENBURG,2004,270.0,D,35.01083001,-91.92016002,AR
,2004,138.0,D,36.42165998,-91.29582998,AR
,2004,100.0,D,33.04057998,-94.00287998,AR
FOUKE,2004,1299.0,F,33.25750001,-93.94915998,AR
,2004,130.0,D,33.33145,-93.83730001,AR
,2004,100.0,D,34.96666001,-92.34999997,AR
BUSSEY,2004,727.0,E,33.17743001,-93.42690997,AR
OXLEY,2004,334.0,E,35.78765997,-92.41883001,AR
NORFORK,2004,200.0,D,36.20333001,-92.19528002,AR
NORTHWEST,2004,147.0,D,43.6188,-103.49706,SD
,2004,230.0,D,35.90715997,-91.87165999,AR
,2004,194.0,D,35.99349999,-91.70966,AR
,2004,251.0,D,36.15066002,-91.393,AR
GUN RANGE,2004,619.5,E,43.5105,-112.1889,ID
BIG POND,2004,1237.6,F,27.4214,-97.3192,TX
CLIFF CK,2004,6352.2,G,64.9276,-163.0446,AK
E FORK KOY,2004,2611.3,F,65.2777,-160.5507,AK
LINDEN - 64,2004,125.0,D,33.40222002,-94.13110998,TX
HENDERSON - 157,2004,185.0,D,32.22972,-95.69277998,TX
CONROE - 38,2004,108.0,D,29.96555999,-95.24999997,TX
PIERSONSUM,2004,274.0,D,38.0666,-114.2675,NV
MEADOW,2004,5633.0,G,37.6569,-119.5702,CA
HETCHY,2004,2310.0,F,37.9544,-119.7246,CA
STOKES,2004,300.0,E,37.4605,-114.3836,NV
BIG SPUR,2004,366.0,E,42.63768,-115.62856,ID
SOUTH POT,2004,1086.0,F,42.85,-115.48816,ID
KUMQUAT,2004,264.0,D,42.8583,-115.6044,ID
CHROME,2004,5163.0,G,39.9499,-115.5009,NV
PATTERSON,2004,156.0,D,38.5925,-114.6681,NV
RIGGS,2004,1048.0,F,37.2736,-114.6964,NV
BIG HORN,2004,1552.0,F,36.8864,-114.4864,NV
SAMPSON CR,2004,1192.0,F,39.9983,-114.5492,NV
LINDEN - 38,2004,250.0,D,33.68110998,-94.84778002,TX
GREGERSON,2004,230.0,D,37.2905,-114.8058,NV
LINDEN - 209,2004,400.0,E,33.33110997,-95.17972998,TX
WOODVILLE - 31,2004,138.0,D,30.44778,-93.93110999,TX
WEST TX - 2,2004,289.0,D,31.36499999,-102.99830002,TX
ROLLING PLAINS - 2,2004,1835.0,F,32.08332999,-100.73329999,TX
FRENCH,2004,12535.0,G,40.681,-122.6409,CA
DITCH,2004,100.0,D,40.4077,-122.7436,CA
HIGH PLAINS - 1,2004,3500.0,F,35.22305997,-101.55860001,TX
ROLLING PLAINS - 1,2004,135.0,D,31.89999997,-100.78330002,TX
ROLLING PLAINS - 3,2004,350.0,E,31.13972001,-99.17805001,TX
HILL COUNTRY - 2,2004,290.0,D,30.63888998,-97.79667,TX
HILL COUNTRY - 4,2004,600.0,E,30.10000002,-98.70000002,TX
DELAMAR,2004,275.0,D,37.1189,-114.9189,NV
HILL COUNTRY - 6,2004,1000.0,F,30.21666999,-98.36666999,TX
HILL COUNTRY - 8,2004,200.0,D,30.72028001,-98.16028,TX
NORTH TX - 4,2004,180.0,D,32.29556,-97.90916,TX
MAILSUMMIT,2004,686.0,E,37.6844,-115.2867,NV
NORTH TX - 1,2004,380.0,E,32.43999997,-97.65194999,TX
LINDEN - 121,2004,130.0,D,32.97360998,-94.07584,TX
OREGON CK,2004,8656.3,G,65.1259,-163.3476,AK
CHATRITT L,2004,205.0,D,66.635,-143.9196,AK
MOOSEHORN,2004,603.0,E,66.9561,-143.7732,AK
INNOKO,2004,2151.6,F,63.9327,-156.6025,AK
LK TODATON,2004,12377.0,G,66.1314,-152.9496,AK
MYRTLE CRE,2004,6271.0,G,65.5662,-148.5858,AK
MUD FORK,2004,33952.0,G,65.5001,-149.0867,AK
TATALINA 2,2004,3442.0,F,65.1268,-148.8833,AK
SISCHU NOR,2004,216.0,D,64.1289,-152.6754,AK
BISMARK MO,2004,234.0,D,67.1161,-157.2694,AK
N CREEK,2004,487.6,E,64.2013,-157.8524,AK
BIG BEND,2004,1571.0,F,65.3996,-147.7642,AK
WOOD RIVER,2004,6993.0,G,64.5329,-148.4691,AK
TATALINA,2004,16025.0,G,65.1246,-148.6577,AK
LOUIS LAKE,2004,22193.0,G,65.2413,-157.2548,AK
RODO RIVER,2004,8715.7,G,64.166,-159.2191,AK
BEARPAW RI,2004,128.0,D,64.0623,-150.7076,AK
TWIN LYNX,2004,186.0,D,64.3898,-150.5227,AK
NORUTAKH 2,2004,17397.0,G,66.6414,-154.5565,AK
DISCOVERY,2004,1669.0,F,66.0135,-145.7886,AK
BIG BLUFF,2004,1544.0,F,65.8402,-144.3775,AK
EAST FORK,2004,1477.1,F,63.2494,-153.8356,AK
ROCK SLOUG,2004,782.0,E,66.908,-143.9254,AK
CHANDALAR,2004,4061.0,F,67.2166,-143.6383,AK
MINTO 1,2004,9951.8,G,65.0162,-149.2524,AK
HODZANA RV,2004,163239.0,G,66.7329,-148.836,AK
LSNOHOMISH,2004,21719.0,G,63.7828,-152.5357,AK
MUD FORK 2,2004,6947.0,G,65.4698,-149.3161,AK
WILLOW CR,2004,6937.0,G,64.5079,-147.7374,AK
BLUFF,2004,3413.0,F,40.4738,-121.3808,CA
HAT LIE LA,2004,29680.0,G,66.3521,-145.3145,AK
COY,2004,499.0,E,65.5722,-153.9709,AK
DULBI SL 2,2004,1003.1,F,65.3483,-156.3625,AK
BEAVER CK,2004,149.0,D,65.7029,-147.3853,AK
KILIOVILIK,2004,300.0,E,66.6325,-157.4494,AK
ATCHUELING,2004,340.0,E,62.8665,-161.4344,AK
MINK LAKE,2004,224.0,D,67.1153,-143.808,AK
BEAR CREEK,2004,4066.0,F,63.8626,-159.5775,AK
BIGWIND,2004,250.0,D,43.0011,-108.644,WY
COLLINS FI,2004,652.0,E,27.5186,-97.2617,TX
YUKON,2004,2125.0,F,65.5413,-143.6274,AK
CEDAR CREEK,2004,850.0,E,38.33333333,-76.05833333,MD
MYSTERY,2004,120.0,D,38.37388889,-76.075,MD
PINEY ISLAND,2004,1040.0,F,38.37027778,-76.05638889,MD
WILLEY'S NECK,2004,530.0,E,38.35027778,-76.06194444,MD
PRESIDENT,2004,630.0,E,38.35833333,-76.04166667,MD
FB-U1,2004,1000.0,F,38.35833333,-75.94166667,MD
FISH WF,2004,1149.0,F,45.22574,-96.31146,MN
PLOVER WPA AGASSIZ 13,2004,230.0,D,45.21374187,-96.26829082,MN
DONNELLY,2004,100.0,D,45.647788,-96.028672,MN
RICE-SKUNK,2004,350.0,E,45.95555556,-94.18555556,MN
KENT,2004,507.0,E,47.127,-95.883,MN
ABC FIRE,2004,130.0,D,46.33833333,-95.92305556,MN
EAGAN,2004,1000.0,F,44.825,-93.224,MN
TFS 54,2004,100.0,D,30.6244,-94.336,TX
SOLO FIRE,2004,408.0,E,30.4685,-94.5394,TX
BS 5,2004,200.0,D,38.38333333,-76.01666667,MD
BOOT LAKE,2004,152.0,D,43.6785,-95.0839,MN
WOODLAND CHURCH RD.,2004,100.0,D,38.625,-75.69166667,DE
AHNEI,2004,207.0,D,46.0313,-108.3229,MT
,2004,230.0,D,40.43100958,-102.31166347,CO
,2004,100.0,D,40.48232665,-102.31879285,CO
,2004,100.0,D,40.49079466,-102.30550125,CO
,2004,200.0,D,39.65792885,-107.04225795,CO
PURGATORY,2004,300.0,E,37.71093736,-103.50367542,CO
,2004,230.0,D,37.70545823,-103.50893263,CO
,2004,100.0,D,37.1143557,-104.74081245,CO
BECKERS ISLAND,2004,615.0,E,38.36666667,-76.01666667,MD
SANDY ISLAND,2004,250.0,D,38.38333333,-76.05,MD
BAYSHORE,2004,100.0,D,38.33333333,-75.95833333,MD
FLOWINGWEL,2004,205.0,D,46.6933,-104.6813,MT
WELL,2004,305.0,E,45.9664,-106.3464,MT
RIMROCK,2004,650.0,E,46.3933,-106.33,MT
LANGRELLS ISLAND,2004,220.0,D,38.325,-75.9625,MD
LACEY GULCH,2004,3040.0,F,45.208,-106.55,MT
GREAT MARSH,2004,250.0,D,38.375,-75.91666667,MD
UNIT 7-04-1P,2004,250.0,D,29.85,-93.71666667,LA
HERON 4,2004,138.0,D,30.41,-88.40916667,MS
CROOKED CREEK,2004,100.0,D,47.431,-107.969,MT
HOFFMAN,2004,136.0,D,45.3146,-99.0567,SD
04 EINSPAHAR,2004,100.0,D,44.9432,-98.6185,SD
UNIT 2 N OF VASTAR WF,2004,1503.9,F,29.65305556,-94.16027778,TX
UNIT 1 WF,2004,5150.0,G,29.63277778,-94.22861111,TX
WISDOM,2004,218.0,D,26.62694444,-98.86222222,TX
EAST PALO ALTO,2004,100.0,D,26.03555556,-97.44361111,TX
SABAL PALMS N,2004,120.0,D,25.86638889,-97.40861111,TX
KING,2004,300.0,E,26.63972222,-97.97,TX
